AXISBANK.BSE,2024-01-30,1061.9,1070.35,1051.0,1053.85,106235
AXISBANK.BSE,2024-01-29,1039.9,1067.85,1039.9,1061.5,226827
AXISBANK.BSE,2024-01-25,1059.3,1064.25,1025.45,1043.1,930461
AXISBANK.BSE,2024-01-24,1040.1,1073.0,1020.85,1058.75,376985
AXISBANK.BSE,2024-01-23,1130.25,1141.8,1079.05,1088.9,150040
AXISBANK.BSE,2024-01-22,1116.0,1116.0,1116.0,1116.0,0
AXISBANK.BSE,2024-01-20,1124.9,1126.0,1102.5,1117.65,421620
AXISBANK.BSE,2024-01-19,1105.0,1126.1,1105.0,1116.0,518679
AXISBANK.BSE,2024-01-18,1064.7,1108.0,1064.7,1097.45,271184
AXISBANK.BSE,2024-01-17,1099.75,1115.0,1077.8,1083.45,299058
AXISBANK.BSE,2024-01-16,1115.45,1128.0,1115.45,1119.0,80495
AXISBANK.BSE,2024-01-15,1123.0,1130.0,1116.85,1119.75,410034
AXISBANK.BSE,2024-01-12,1125.4,1128.1,1117.8,1120.95,508922
AXISBANK.BSE,2024-01-11,1112.95,1127.65,1112.95,1125.25,95886
AXISBANK.BSE,2024-01-10,1116.1,1116.1,1099.05,1107.35,59191
AXISBANK.BSE,2024-01-09,1128.15,1135.35,1112.75,1115.45,96588
AXISBANK.BSE,2024-01-08,1143.8,1145.15,1118.1,1121.9,492330
AXISBANK.BSE,2024-01-05,1124.4,1139.8,1119.05,1137.1,441300
AXISBANK.BSE,2024-01-04,1101.0,1129.8,1100.5,1124.05,237791
AXISBANK.BSE,2024-01-03,1088.85,1102.1,1081.3,1099.55,66309
AXISBANK.BSE,2024-01-02,1093.2,1099.0,1082.8,1092.85,109599
AXISBANK.BSE,2024-01-01,1092.05,1103.7,1092.05,1098.05,511557
AXISBANK.BSE,2023-12-29,1106.75,1106.75,1093.8,1102.95,674152
AXISBANK.BSE,2023-12-28,1109.85,1112.5,1098.15,1108.0,123843
AXISBANK.BSE,2023-12-27,1093.95,1110.0,1090.0,1106.55,106331
AXISBANK.BSE,2023-12-26,1089.05,1100.7,1086.3,1094.25,65368
AXISBANK.BSE,2023-12-22,1097.95,1106.0,1085.9,1087.85,596279
AXISBANK.BSE,2023-12-21,1102.8,1102.8,1077.3,1095.4,307076
AXISBANK.BSE,2023-12-20,1122.65,1123.95,1103.8,1110.3,89106
AXISBANK.BSE,2023-12-19,1121.55,1126.7,1114.1,1119.3,158549
AXISBANK.BSE,2023-12-18,1120.0,1120.0,1107.4,1111.85,776860
AXISBANK.BSE,2023-12-15,1123.95,1127.55,1109.0,1120.5,385480
AXISBANK.BSE,2023-12-14,1130.0,1138.2,1118.1,1120.25,99217
AXISBANK.BSE,2023-12-13,1144.05,1150.0,1111.5,1115.05,236339
AXISBANK.BSE,2023-12-12,1121.15,1133.75,1109.1,1131.1,136774
AXISBANK.BSE,2023-12-11,1130.9,1138.75,1114.0,1116.85,519169
AXISBANK.BSE,2023-12-08,1117.95,1134.15,1111.55,1131.1,569726
AXISBANK.BSE,2023-12-07,1119.95,1129.0,1108.65,1118.0,87102
AXISBANK.BSE,2023-12-06,1133.15,1145.35,1118.2,1120.2,91498
AXISBANK.BSE,2023-12-05,1130.05,1151.5,1127.05,1132.1,409075
AXISBANK.BSE,2023-12-04,1116.05,1128.85,1099.05,1126.2,634389
AXISBANK.BSE,2023-12-01,1071.4,1108.7,1070.3,1103.8,812567
AXISBANK.BSE,2023-11-30,1061.05,1080.85,1055.35,1074.65,328633
AXISBANK.BSE,2023-11-29,1022.05,1063.8,1020.8,1060.4,141427
AXISBANK.BSE,2023-11-28,1010.35,1021.8,1009.45,1020.4,51920
AXISBANK.BSE,2023-11-24,1001.0,1010.5,999.8,1008.15,542654
AXISBANK.BSE,2023-11-23,998.25,1003.45,995.5,999.05,135924
AXISBANK.BSE,2023-11-22,991.65,999.85,988.0,998.2,66264
AXISBANK.BSE,2023-11-21,988.75,997.05,986.6,991.7,57939
AXISBANK.BSE,2023-11-20,984.8,994.65,981.4,988.55,220853
AXISBANK.BSE,2023-11-17,1017.4,1020.45,991.5,994.5,370764
AXISBANK.BSE,2023-11-16,1035.05,1043.85,1022.35,1025.6,207416
AXISBANK.BSE,2023-11-15,1045.0,1045.0,1032.65,1041.3,56501
AXISBANK.BSE,2023-11-13,1039.15,1039.15,1023.55,1025.2,374562
AXISBANK.BSE,2023-11-10,1015.25,1031.4,1015.25,1028.85,261291
AXISBANK.BSE,2023-11-09,1021.7,1028.5,1016.85,1022.0,60328
AXISBANK.BSE,2023-11-08,1022.6,1026.35,1015.7,1020.7,124494
AXISBANK.BSE,2023-11-07,1009.25,1022.0,1005.5,1021.1,93980
AXISBANK.BSE,2023-11-06,990.6,1015.9,990.6,1009.3,210920
AXISBANK.BSE,2023-11-03,986.05,991.85,982.0,988.85,352310
AXISBANK.BSE,2023-11-02,978.8,988.05,974.6,982.35,73082
AXISBANK.BSE,2023-11-01,979.85,979.85,968.0,971.45,100924
AXISBANK.BSE,2023-10-31,996.75,996.75,978.2,981.9,56492
AXISBANK.BSE,2023-10-30,1001.75,1002.15,979.5,988.65,174765
AXISBANK.BSE,2023-10-27,981.65,1004.5,973.35,1001.75,416478
AXISBANK.BSE,2023-10-26,959.85,975.0,953.3,971.95,495732
AXISBANK.BSE,2023-10-25,963.45,974.0,951.55,955.35,90908
AXISBANK.BSE,2023-10-23,980.0,985.0,961.25,963.45,67637
AXISBANK.BSE,2023-10-20,990.05,992.95,977.95,980.3,349581
AXISBANK.BSE,2023-10-19,979.4,998.9,979.35,990.95,523969
AXISBANK.BSE,2023-10-18,1010.7,1014.0,989.35,992.95,121694
AXISBANK.BSE,2023-10-17,1006.55,1014.5,1003.5,1008.35,132113
AXISBANK.BSE,2023-10-16,991.95,1009.3,991.05,1005.2,96841
AXISBANK.BSE,2023-10-13,1010.55,1011.2,992.0,993.95,363760
AXISBANK.BSE,2023-10-12,1019.3,1030.9,1015.5,1017.65,123910
